aluno_id,frequencia_semanal,tipo_plano,total_checkins,recency_days
8950,6,1,10,17.0
5965,5,1,5,13.0
1033,1,2,1,53.0
425,4,2,1,6.0
5485,3,2,4,1.0
4315,4,3,8,4.0
8599,4,2,2,10.0
5886,3,3,4,16.0
5355,6,3,1,89.0
8025,3,1,4,2.0
6811,4,3,8,11.0
1350,1,3,5,12.0
4889,3,1,8,57.0
2436,3,3,10,6.0
653,1,1,4,8.0
4422,4,1,8,16.0
2964,5,2,7,29.0
8017,3,3,7,57.0
612,1,2,0,
9937,1,3,9,3.0
486,3,1,6,9.0
2341,2,1,1,147.0
1528,2,1,5,55.0
765,5,3,2,134.0
1277,6,3,9,35.0
887,2,3,1,22.0
4957,5,1,7,64.0
3265,4,3,2,43.0
4775,1,3,6,16.0
8129,2,1,5,45.0
6682,5,1,1,6.0
386,4,2,3,29.0
9837,3,2,4,25.0
6959,4,2,7,31.0
6902,6,3,7,43.0
364,1,3,0,
1797,5,1,2,82.0
433,4,1,8,6.0
5874,3,3,8,9.0
5354,4,3,6,59.0
5861,3,1,5,37.0
1123,3,3,1,94.0
9204,6,3,0,
92,4,1,6,6.0
5614,3,3,6,20.0
541,5,1,9,4.0
1517,2,1,0,
437,2,2,2,41.0
4859,4,2,2,35.0
998,3,3,0,
5593,1,1,10,0.0
4445,1,2,0,
8952,3,2,2,119.0
5307,3,3,2,157.0
5008,5,2,8,1.0
6128,1,3,10,0.0
2624,4,2,7,2.0
665,3,1,1,159.0
6267,6,1,0,
1547,5,2,0,
311,5,3,3,60.0
2372,3,2,7,1.0
103,2,1,9,56.0
4839,6,2,5,46.0
4431,4,1,4,75.0
5901,5,3,10,21.0
2738,3,1,9,35.0
875,4,1,4,48.0
7851,1,2,6,33.0
6418,4,3,5,59.0
1255,2,1,3,65.0
9518,6,2,2,67.0
7237,4,1,7,18.0
7653,4,1,2,8.0
9465,1,1,9,32.0
4763,1,3,7,0.0
5938,5,3,6,39.0
7259,1,2,3,5.0
6543,2,2,1,148.0
1322,1,1,8,28.0
5016,6,2,9,16.0
1761,6,3,6,0.0
196,3,2,9,4.0
8686,2,3,4,39.0
291,1,1,2,94.0
2376,6,2,10,22.0
2194,3,1,2,63.0
8024,4,3,10,17.0
8923,1,3,4,13.0
6737,2,1,6,34.0
3327,2,1,9,7.0
9655,6,1,2,143.0
3003,5,2,10,59.0
5666,5,1,5,0.0
5654,6,1,6,59.0
61,2,2,3,9.0
2851,1,2,5,16.0
6170,6,3,2,7.0
3127,5,2,8,36.0
4458,3,2,10,45.0
3529,1,1,1,102.0
2122,2,3,10,3.0
9324,4,1,3,3.0
3278,4,2,10,2.0
9173,1,2,3,64.0
3123,4,1,7,9.0
4195,5,3,3,58.0
705,1,1,0,
3114,2,2,10,3.0
171,4,1,7,50.0
1729,1,3,5,34.0
3049,3,2,0,
9849,6,1,10,8.0
347,6,1,8,24.0
8100,1,2,1,84.0
2079,2,2,4,29.0
9407,4,1,4,54.0
636,4,2,3,8.0
8309,4,2,6,11.0
8875,5,2,8,51.0
2424,4,3,0,
3946,4,2,6,11.0
5759,2,2,5,21.0
9997,6,2,7,15.0
6704,5,2,2,95.0
1387,2,2,4,4.0
9063,5,3,4,17.0
8285,3,2,2,48.0
3386,1,2,9,4.0
6604,6,2,4,65.0
7048,1,3,10,80.0
4136,4,3,8,46.0
3556,5,3,10,46.0
9361,2,2,4,6.0
2004,5,2,4,47.0
1369,6,2,5,8.0
14,6,2,7,12.0
9218,1,2,0,
109,1,1,10,0.0
2343,1,1,2,60.0
5904,3,1,8,27.0
5010,5,2,2,56.0
133,5,3,0,
3334,5,3,8,37.0
2248,3,1,2,7.0
9196,2,1,6,27.0
6316,4,3,9,0.0
6317,1,3,6,10.0
8409,1,1,4,33.0
3631,5,1,1,123.0
8035,4,2,5,75.0
3894,1,3,8,17.0
2483,4,1,4,0.0
2484,5,1,5,13.0
301,3,2,6,5.0
6940,1,2,4,17.0
6367,2,3,2,84.0
1011,5,2,10,42.0
5384,3,3,10,8.0
4503,2,3,7,29.0
4874,1,1,10,14.0
2188,2,1,7,4.0
4442,6,3,8,7.0
5959,6,3,10,26.0
8069,5,1,6,28.0
2088,4,2,9,17.0
2081,1,3,6,31.0
9931,5,2,10,12.0
6224,2,2,3,49.0
4540,5,1,4,49.0
3439,3,1,9,21.0
6357,4,2,3,9.0
4824,1,3,9,26.0
432,2,1,3,14.0
5242,3,3,2,101.0
3104,4,3,5,103.0
8662,1,1,5,17.0
2239,1,3,9,0.0
1347,6,3,7,33.0
8124,3,3,4,63.0
9850,3,1,1,106.0
3684,3,2,9,11.0
6494,4,3,5,14.0
4513,2,2,5,26.0
1392,4,3,8,13.0
8527,4,2,2,79.0
8931,1,1,6,15.0
8541,3,2,5,62.0
7244,4,1,4,16.0
71,2,2,2,148.0
8791,6,2,2,96.0
9070,2,3,2,66.0
4983,6,1,9,26.0
80,2,1,0,
146,1,1,10,26.0
8013,5,1,2,41.0
3881,1,3,4,14.0
6288,1,3,8,68.0
6352,4,1,4,14.0
8419,4,3,7,12.0
1676,4,2,3,2.0
9333,2,3,8,9.0
7006,4,2,3,27.0
3423,3,3,7,7.0
3060,5,3,7,24.0
1386,2,3,1,81.0
9843,5,2,7,33.0
751,4,3,4,29.0
7952,6,2,1,107.0
6651,6,2,8,2.0
5358,1,1,6,65.0
1892,4,3,0,
3433,4,2,10,21.0
262,3,1,8,2.0
3360,5,3,7,11.0
4851,3,2,2,52.0
4077,6,1,10,7.0
399,1,1,4,31.0
238,4,3,6,4.0
8988,2,2,8,1.0
8621,6,2,9,67.0
7247,4,2,5,14.0
3810,1,1,3,106.0
7077,4,3,3,6.0
2258,2,1,5,37.0
124,2,1,3,46.0
7522,4,2,6,48.0
798,1,3,2,47.0
8996,3,1,2,17.0
8722,4,2,0,
2596,4,2,0,
2212,6,3,8,48.0
8922,1,2,1,24.0
3372,3,1,6,3.0
1623,3,2,4,64.0
4744,1,3,7,55.0
2696,6,2,4,8.0
5473,3,1,10,2.0
4767,1,1,2,56.0
5980,6,3,7,9.0
5743,3,1,5,20.0
3551,6,1,3,16.0
8763,5,3,5,6.0
2895,1,3,9,15.0
2671,3,3,9,42.0
8137,6,2,8,1.0
3694,1,1,10,31.0
7097,6,1,6,11.0
6009,1,1,10,63.0
4354,4,1,2,0.0
3115,4,2,9,3.0
8626,6,1,3,33.0
1116,1,3,1,156.0
9630,4,2,9,31.0
2790,5,1,5,11.0
404,4,2,10,7.0
7212,5,2,7,7.0
8449,5,1,5,7.0
2909,4,1,4,41.0
2968,2,2,4,64.0
4555,1,1,3,55.0
4384,2,2,6,15.0
5266,5,3,5,3.0
616,4,1,1,157.0
6552,4,1,4,28.0
4612,2,3,8,15.0
2282,4,3,4,57.0
4282,3,2,2,88.0
6622,4,3,3,74.0
2437,3,1,10,14.0
8019,3,2,4,4.0
5044,2,1,1,72.0
3004,4,3,7,58.0
4777,4,1,9,0.0
3859,4,2,1,41.0
5559,5,1,8,0.0
1876,2,3,6,2.0
163,6,1,1,4.0
1103,5,1,9,8.0
669,4,1,4,8.0
352,4,1,4,11.0
2885,1,1,8,15.0
1512,4,2,10,65.0
362,3,1,10,16.0
4782,5,1,4,10.0
6606,4,2,8,23.0
4366,6,1,3,58.0
8551,6,1,8,45.0
8519,2,2,9,3.0
688,4,2,8,7.0
2048,1,1,4,10.0
9737,3,1,8,38.0
111,4,2,7,11.0
7977,6,2,7,62.0
2202,3,3,10,17.0
1709,1,1,2,142.0
9675,6,2,2,85.0
5717,3,2,8,22.0
8226,2,2,1,144.0
2052,1,1,2,45.0
5239,5,1,6,43.0
4524,3,3,2,58.0
1879,3,2,9,29.0
655,5,3,6,10.0
9925,1,2,10,4.0
3408,1,2,5,33.0
3930,2,3,0,
3544,5,3,5,25.0
1225,3,1,10,27.0
3225,3,3,1,110.0
7671,1,3,0,
8263,4,2,4,1.0
1731,1,3,4,20.0
8523,2,1,0,
4367,4,1,4,58.0
4858,1,1,4,50.0
9296,5,3,3,32.0
995,2,1,5,29.0
8439,2,1,2,7.0
7029,1,3,9,6.0
6391,3,2,8,84.0
3938,6,3,10,48.0
2359,2,2,3,6.0
6505,2,3,1,129.0
9046,5,1,4,70.0
9160,3,1,2,40.0
3697,1,3,3,0.0
148,1,2,2,56.0
9722,1,3,6,77.0
5411,6,3,3,24.0
7190,4,3,1,23.0
7470,6,1,6,11.0
8318,4,1,0,
9221,3,1,8,29.0
5856,3,2,3,75.0
4105,1,3,5,24.0
51,6,3,9,25.0
8300,5,3,10,18.0
1898,4,2,3,70.0
6906,2,1,8,27.0
350,2,2,10,20.0
6108,4,2,5,48.0
2425,3,1,1,78.0
7970,6,2,6,9.0
2080,3,2,8,41.0
3817,5,3,4,6.0
5590,2,3,6,40.0
2128,2,2,1,110.0
8651,2,1,1,37.0
1136,1,1,1,171.0
4056,4,1,7,5.0
8834,5,1,6,6.0
9149,1,2,3,67.0
8540,2,2,6,14.0
929,4,3,3,12.0
3793,4,2,5,93.0
7032,5,1,7,42.0
6563,2,3,3,42.0
1493,5,1,6,41.0
5419,1,2,5,8.0
2038,6,2,6,9.0
8562,6,2,9,13.0
9869,2,2,10,6.0
5350,3,1,2,127.0
2855,6,1,8,34.0
1963,1,3,9,24.0
7020,4,2,7,13.0
8198,3,3,4,7.0
6660,5,3,10,16.0
9269,3,3,3,89.0
6528,3,1,2,141.0
632,5,2,3,15.0
5141,6,1,2,107.0
440,2,3,1,116.0
6030,3,3,6,18.0
6999,6,3,2,52.0
8436,1,2,0,
160,4,2,3,107.0
644,2,2,2,87.0
7473,2,1,3,78.0
3093,2,3,8,16.0
6946,1,3,10,11.0
4518,1,1,7,6.0
9238,1,2,1,164.0
4841,3,3,9,8.0
5998,1,3,9,9.0
5769,3,2,8,1.0
3997,4,1,3,55.0
9179,2,1,10,41.0
6257,1,2,0,
5414,1,1,3,9.0
1143,2,2,8,2.0
2352,2,2,2,35.0
1644,3,2,8,15.0
7181,2,2,0,
5606,1,1,10,6.0
4696,4,2,5,5.0
8856,5,1,4,32.0
6986,5,1,8,1.0
8217,4,3,10,8.0
5750,2,3,7,21.0
9766,1,3,5,31.0
8247,5,2,2,7.0
8684,6,3,4,41.0
3476,1,2,5,25.0
5692,2,3,5,36.0
7189,2,3,10,45.0
5447,1,1,0,
1984,3,1,0,
4271,6,2,1,47.0
3761,4,1,8,2.0
6534,2,1,0,
2168,4,1,4,103.0
7290,3,3,5,29.0
1662,3,2,3,27.0
3078,5,3,9,2.0
1118,1,3,0,
2796,4,3,8,24.0
1990,4,2,6,50.0
241,4,3,8,38.0
6096,6,2,1,16.0
5117,3,3,2,9.0
4298,1,1,6,11.0
3732,1,1,2,61.0
2891,4,1,1,125.0
8731,2,1,4,36.0
8060,1,2,10,14.0
5349,3,3,6,18.0
4925,5,3,2,65.0
4750,6,3,6,4.0
4332,2,3,10,28.0
3769,6,1,2,96.0
7582,1,2,4,99.0
2890,2,3,3,10.0
7824,4,2,2,50.0
8033,6,3,8,1.0
9076,1,2,2,37.0
8113,1,2,2,98.0
699,2,3,6,30.0
7889,4,3,4,8.0
1936,6,1,4,60.0
8640,2,2,6,45.0
75,3,1,6,19.0
4479,2,3,0,
5794,6,2,8,6.0
3186,2,1,10,7.0
344,3,3,10,6.0
8604,6,3,9,7.0
1078,1,1,3,7.0
7874,2,3,7,46.0
6500,6,2,6,12.0
7795,3,2,0,
9598,1,2,4,2.0
1279,4,1,4,7.0
1403,5,1,10,14.0
6814,6,1,7,24.0
2528,3,3,4,4.0
4738,5,3,8,1.0
9312,2,3,1,175.0
6925,1,2,6,15.0
9796,3,2,6,38.0
3635,5,1,6,34.0
5296,2,3,9,23.0
7965,1,2,8,38.0
6275,2,2,9,8.0
6234,5,2,1,17.0
3462,6,1,5,30.0
9508,1,2,7,6.0
9054,4,3,1,57.0
7238,1,2,5,22.0
3176,1,1,8,0.0
6122,6,3,2,59.0
9416,6,3,0,
7042,3,3,1,32.0
3362,3,1,8,99.0
4892,5,2,0,
9772,3,3,2,106.0
4737,4,3,1,73.0
8987,3,3,8,21.0
8697,3,1,6,56.0
3422,1,3,4,55.0
3047,5,2,7,58.0
811,1,3,8,60.0
5663,4,1,10,3.0
1828,2,2,8,14.0
1779,6,1,1,137.0
5951,6,1,3,75.0
853,2,1,6,37.0
6156,2,1,5,1.0
4274,1,1,4,0.0
1050,5,1,7,69.0
4031,6,3,0,
6928,2,2,9,5.0
7570,2,3,7,49.0
6132,6,3,1,167.0
4140,3,3,8,12.0
1788,2,2,8,5.0
5814,1,3,10,9.0
7774,3,1,4,26.0
6217,3,3,6,24.0
5658,2,1,9,13.0
1523,3,3,3,43.0
6611,6,1,10,15.0
8468,1,1,10,54.0
9496,1,3,3,77.0
97,3,1,7,13.0
6268,3,1,8,3.0
1823,3,2,5,34.0
7959,5,1,6,38.0
7963,4,2,5,36.0
9979,6,2,1,111.0
8506,6,1,2,36.0
3998,2,2,5,19.0
9316,3,2,1,13.0
2388,3,2,5,45.0
4949,4,2,10,15.0
9704,6,1,3,136.0
6109,2,1,7,33.0
1583,2,2,1,15.0
567,4,2,1,140.0
5013,3,1,7,20.0
7694,2,3,10,57.0
6231,3,1,3,71.0
816,3,3,5,0.0
6691,4,3,10,1.0
7400,2,2,8,7.0
8547,4,1,3,26.0
507,3,1,1,76.0
3289,5,1,0,
419,1,2,10,11.0
1336,5,3,3,3.0
9532,3,1,9,5.0
664,5,2,10,22.0
9709,3,1,0,
5465,6,3,7,22.0
3526,4,2,0,
5316,5,2,1,103.0
9230,1,3,3,41.0
95,2,2,9,27.0
1434,6,3,9,26.0
9951,4,2,3,15.0
7587,4,2,2,9.0
519,4,1,8,10.0
3357,5,2,1,87.0
1250,3,3,5,53.0
172,4,2,2,52.0
4532,4,2,3,6.0
3603,3,3,2,151.0
1966,3,3,2,8.0
409,5,3,9,33.0
9544,6,2,9,1.0
5103,3,2,5,21.0
4992,1,1,3,68.0
3101,4,3,6,8.0
2345,4,1,8,19.0
2303,5,1,3,11.0
3646,5,2,2,25.0
7788,3,3,4,81.0
4084,1,3,5,2.0
6980,4,3,3,9.0
6976,6,2,10,19.0
5444,3,2,5,53.0
1561,4,3,3,79.0
3944,5,1,9,1.0
3073,1,2,6,28.0
639,3,2,9,87.0
6237,4,3,6,0.0
5178,5,2,2,44.0
5680,5,3,5,7.0
9049,6,1,4,31.0
1774,2,1,2,112.0
4776,1,2,9,49.0
3229,5,2,4,17.0
1411,4,3,1,61.0
8241,5,1,6,11.0
1681,3,1,10,3.0
2872,2,3,7,3.0
8515,5,2,7,7.0
4200,2,3,5,99.0
7997,2,1,2,51.0
2329,4,1,1,113.0
2060,3,1,8,15.0
7655,3,1,8,2.0
8838,1,3,7,2.0
5284,3,1,5,35.0
4322,2,2,3,71.0
4984,2,3,10,3.0
4103,4,3,6,42.0
7884,5,3,3,3.0
5618,2,1,9,5.0
2800,3,2,4,4.0
9889,4,1,4,57.0
8741,6,1,6,7.0
469,3,2,5,60.0
118,6,3,8,57.0
3571,6,1,6,5.0
8490,1,1,5,81.0
1793,2,1,1,19.0
6222,6,1,2,122.0
6159,5,2,4,24.0
2879,3,2,6,7.0
1986,2,1,6,1.0
7833,2,1,3,88.0
1995,1,3,8,25.0
4143,1,1,1,175.0
3979,1,1,3,62.0
5164,6,1,5,1.0
4049,6,2,5,92.0
726,3,1,6,7.0
9040,2,3,7,39.0
9301,4,3,0,
2591,6,2,10,7.0
1476,2,3,8,11.0
3210,5,1,3,23.0
2916,1,1,8,23.0
1727,5,3,1,139.0
354,4,3,0,
479,3,2,7,31.0
4054,6,2,3,64.0
6927,4,3,2,76.0
4761,4,2,2,57.0
3030,1,3,1,2.0
8507,6,2,3,99.0
8946,2,3,3,33.0
675,1,3,1,129.0
2396,1,1,3,69.0
969,1,2,1,55.0
4416,6,1,7,33.0
1253,1,1,0,
9939,5,1,3,18.0
9181,2,3,1,177.0
9019,1,1,0,
7422,3,3,7,27.0
270,4,3,3,57.0
898,2,3,8,58.0
7019,5,1,4,7.0
5889,3,3,9,7.0
2807,4,1,2,103.0
1713,4,2,1,108.0
1145,4,2,3,67.0
3626,2,2,3,35.0
2447,3,2,8,12.0
8889,4,3,0,
9117,1,2,9,57.0
4094,4,3,8,8.0
9574,5,1,6,102.0
7663,2,2,1,8.0
2654,1,1,4,53.0
4652,1,1,2,21.0
7720,6,2,1,75.0
2961,1,2,3,4.0
2114,6,3,2,62.0
1226,2,1,9,60.0
7338,2,3,3,20.0
5170,1,3,10,6.0
3351,4,2,6,0.0
491,3,1,7,27.0
5999,2,3,1,31.0
9573,3,2,5,5.0
4815,5,2,9,22.0
5247,2,1,1,43.0
4570,4,3,9,6.0
5118,6,3,5,29.0
7282,1,2,3,18.0
6403,3,1,1,96.0
5186,4,2,6,3.0
3664,2,2,10,12.0
3290,1,3,5,13.0
9614,2,1,10,10.0
1844,5,3,1,45.0
7543,4,2,10,41.0
7956,6,3,9,0.0
3607,5,2,3,7.0
6623,5,1,9,26.0
9873,5,3,9,1.0
149,2,3,3,42.0
280,5,3,2,45.0
4751,4,1,0,
3243,5,3,10,19.0
5070,6,2,3,76.0
6773,2,2,6,61.0
1046,2,2,10,6.0
3048,6,3,10,0.0
2164,3,1,7,20.0
1328,2,1,9,3.0
5914,4,3,1,60.0
10000,1,1,9,10.0
5445,3,1,5,8.0
650,6,1,1,162.0
7912,4,2,2,23.0
1647,3,3,7,30.0
1684,3,3,5,28.0
6881,6,3,8,8.0
6020,2,1,10,5.0
3137,2,2,2,71.0
4260,6,3,0,
1944,1,3,4,63.0
8991,1,2,5,5.0
5538,6,2,1,161.0
5557,4,2,5,25.0
6480,3,2,7,24.0
8648,4,3,4,5.0
3012,5,1,6,42.0
3259,5,2,5,10.0
5062,2,3,10,8.0
4325,3,3,10,63.0
1608,1,1,4,75.0
5159,3,2,5,18.0
4923,2,1,10,32.0
9338,5,3,0,
7165,6,3,8,97.0
7371,3,1,3,94.0
7243,5,2,5,2.0
3131,4,3,2,25.0
3800,3,3,6,20.0
1173,1,3,8,16.0
6177,3,2,8,15.0
5278,5,3,0,
7710,5,3,9,22.0
3306,4,2,0,
8075,6,2,10,18.0
1557,1,1,5,53.0
643,3,1,8,31.0
3815,1,1,9,71.0
2074,3,1,9,36.0
5450,3,1,2,55.0
373,1,3,2,13.0
31,4,3,2,155.0
1199,2,2,6,5.0
9093,1,2,9,14.0
1316,5,3,3,46.0
2448,5,3,9,2.0
4733,1,1,3,13.0
8937,6,2,9,25.0
8513,2,2,3,39.0
5578,5,3,2,79.0
1757,5,3,5,7.0
3396,4,1,2,27.0
1097,1,1,6,46.0
6603,1,2,4,35.0
5503,4,3,4,41.0
1178,5,3,7,26.0
3693,6,2,9,7.0
5388,4,1,3,11.0
856,1,2,2,87.0
5310,6,3,7,19.0
6388,4,1,3,26.0
5335,6,3,6,28.0
3519,1,3,1,15.0
6440,2,1,8,0.0
7808,1,2,4,36.0
1864,4,1,2,35.0
9272,6,2,1,127.0
8735,1,3,10,20.0
8029,2,3,1,18.0
6442,1,3,2,7.0
8535,1,1,1,144.0
3600,3,1,8,19.0
1917,3,1,0,
4933,3,2,3,23.0
2602,3,3,7,5.0
7256,4,1,5,3.0
5826,2,3,2,56.0
621,2,3,2,100.0
3623,4,3,4,97.0
7368,4,1,5,41.0
1382,5,1,0,
6129,2,3,10,3.0
4460,5,1,0,
4538,6,2,9,17.0
5079,1,1,0,
1937,4,3,10,13.0
6596,3,3,4,2.0
3427,3,1,6,36.0
7398,5,1,1,136.0
7879,5,1,8,2.0
2751,1,2,1,63.0
5859,1,2,6,30.0
9203,2,3,3,25.0
7961,3,2,2,27.0
1592,1,2,8,34.0
3403,6,2,2,96.0
6077,2,1,0,
2545,2,3,10,14.0
5189,4,2,9,27.0
4153,6,1,3,107.0
7714,4,1,0,
6796,5,3,4,31.0
3449,5,2,9,9.0
132,4,3,5,9.0
8546,1,3,6,3.0
3886,3,2,5,11.0
6956,3,2,9,2.0
4783,6,2,9,19.0
2346,5,1,1,36.0
5102,2,1,7,15.0
2600,4,2,4,20.0
4963,1,1,5,9.0
8232,3,1,6,15.0
4376,2,3,7,19.0
3966,6,1,8,0.0
9829,5,2,9,27.0
3784,3,2,2,14.0
7163,2,2,7,60.0
6845,2,2,5,46.0
9552,2,1,4,85.0
9165,3,1,1,11.0
1052,4,3,10,0.0
9005,5,2,9,23.0
9622,6,1,4,44.0
6923,5,1,10,9.0
3288,1,2,1,127.0
583,3,2,9,6.0
65,2,1,6,36.0
2938,3,1,0,
9638,3,1,3,76.0
8592,5,2,1,2.0
6420,4,3,1,20.0
693,1,3,4,44.0
9237,4,1,2,109.0
9402,1,3,4,11.0
2138,1,1,1,70.0
7660,5,3,10,27.0
6634,2,3,5,24.0
4730,2,1,5,50.0
119,6,2,0,
7410,1,1,2,137.0
5227,3,1,1,42.0
2473,3,3,10,2.0
1834,4,3,6,47.0
8653,2,1,9,3.0
2930,3,3,6,7.0
8181,2,3,1,114.0
4117,2,2,0,
8149,4,3,0,
8534,3,1,9,27.0
3275,2,1,10,14.0
7737,4,1,0,
6657,4,2,5,8.0
6907,4,3,3,60.0
9264,3,3,6,5.0
9120,6,3,1,161.0
3511,4,3,3,62.0
7404,5,1,10,35.0
4286,1,3,4,32.0
4879,6,1,7,0.0
4521,1,2,5,25.0
8330,1,1,1,156.0
7668,5,1,9,40.0
1820,1,3,9,2.0
9317,3,1,7,37.0
4710,2,2,1,155.0
4529,4,3,6,32.0
7811,6,2,6,35.0
6486,3,2,10,11.0
9231,3,1,0,
2562,1,3,0,
1764,5,1,10,20.0
2132,1,3,5,39.0
2187,5,2,7,8.0
8429,4,3,6,4.0
5960,4,2,1,103.0
3347,4,1,7,41.0
7050,1,1,0,
3055,1,2,10,7.0
1943,4,1,8,98.0
7142,3,1,7,10.0
8099,5,3,9,10.0
1568,3,2,5,56.0
2319,3,3,1,166.0
4388,3,3,7,25.0
6045,1,3,2,42.0
5125,4,1,9,5.0
5229,3,1,6,62.0
3157,5,2,6,1.0
9519,2,1,7,12.0
9826,4,1,6,13.0
5172,2,2,4,20.0
5483,5,3,1,21.0
8150,6,2,9,23.0
7038,3,3,8,12.0
8808,2,3,9,35.0
8293,4,3,4,27.0
2918,2,3,9,10.0
5022,6,2,9,17.0
123,5,1,4,19.0
9505,6,3,10,35.0
881,2,2,8,1.0
7619,1,3,3,27.0
3305,2,1,9,13.0
6406,2,2,8,19.0
492,6,3,7,25.0
6667,1,1,6,5.0
4061,4,3,5,3.0
1680,3,2,7,62.0
3967,6,2,9,4.0
5288,5,2,0,
9947,5,3,2,93.0
2755,5,3,10,13.0
880,5,1,1,35.0
1072,6,3,0,
248,4,1,9,35.0
2725,6,3,5,13.0
24,2,1,10,7.0
8326,2,2,9,7.0
9994,5,1,6,8.0
94,1,3,2,7.0
4986,5,2,5,8.0
7989,1,2,3,28.0
7466,4,3,1,104.0
49,6,3,10,7.0
7903,5,2,6,36.0
2069,6,1,8,84.0
9842,1,1,3,31.0
4353,4,2,3,15.0
9239,1,2,9,40.0
4132,3,1,9,19.0
7460,4,2,9,4.0
1502,3,3,2,30.0
8656,2,1,0,
2021,3,1,5,21.0
1969,3,1,8,5.0
6587,4,3,0,
5987,2,3,0,
477,5,1,10,4.0
6887,2,1,1,85.0
781,3,3,2,33.0
6342,6,2,0,
3299,4,3,0,
9701,3,3,0,
5308,1,1,4,13.0
9349,5,1,6,13.0
8218,2,3,6,51.0
7806,6,2,4,72.0
7678,1,1,6,41.0
5094,4,3,2,152.0
406,6,1,4,23.0
8325,6,1,3,76.0
1683,3,2,10,18.0
4288,2,2,5,17.0
5880,6,2,1,163.0
2743,3,3,2,83.0
5397,2,2,10,1.0
3437,2,1,8,2.0
2813,2,3,2,41.0
8775,3,1,7,32.0
3765,4,1,5,24.0
9666,3,3,4,14.0
8371,2,1,8,7.0
2228,4,3,4,2.0
1573,4,2,4,12.0
5906,4,3,8,12.0
4803,2,3,5,5.0
4980,5,3,5,13.0
9762,2,1,3,67.0
1348,1,2,5,37.0
8594,3,1,7,6.0
7381,3,3,3,74.0
1096,4,3,9,6.0
3652,3,2,2,118.0
1273,1,2,6,25.0
6063,3,1,10,11.0
7439,4,1,3,31.0
4977,6,1,7,41.0
1433,5,2,5,6.0
2532,3,3,2,116.0
4677,6,3,3,70.0
261,4,2,0,
6318,6,1,5,48.0
8868,4,2,6,32.0
9000,3,2,4,8.0
6220,5,3,1,17.0
125,1,2,5,46.0
3985,2,1,6,6.0
3146,6,2,2,36.0
1426,4,3,8,14.0
1308,5,3,3,53.0
43,1,3,6,2.0
8967,5,3,9,40.0
3237,6,2,1,2.0
9526,1,3,4,64.0
5948,5,1,0,
5620,1,3,5,58.0
587,3,1,6,25.0
3214,4,1,8,25.0
1908,4,3,7,18.0
5052,2,2,3,133.0
7057,1,1,0,
3619,1,2,6,88.0
3175,6,3,2,6.0
6732,4,1,6,21.0
5756,5,3,9,4.0
3193,6,2,5,10.0
5374,3,3,6,8.0
9740,4,2,9,24.0
7416,2,3,10,1.0
8322,1,3,9,49.0
1533,5,1,3,45.0
7734,2,2,6,10.0
3836,4,3,5,9.0
8080,1,3,4,2.0
5006,1,2,5,55.0
9589,2,3,0,
6790,5,2,10,2.0
2644,3,2,7,42.0
1416,2,2,4,74.0
5372,3,2,9,6.0
3712,1,1,1,7.0
2991,5,2,7,2.0
677,6,2,0,
1576,4,2,1,27.0
8008,3,1,0,
2226,4,1,9,4.0
5127,1,2,0,
4142,1,1,1,94.0
4614,2,3,9,34.0
1232,5,2,10,25.0
4878,5,3,6,17.0
7283,6,2,6,31.0
2419,3,2,9,11.0
6083,3,1,0,
5433,5,3,2,59.0
3566,3,2,7,48.0
2301,5,1,8,29.0
2068,5,1,5,10.0
1787,5,2,4,104.0
3568,3,1,8,5.0
631,1,3,9,3.0
8386,2,2,7,14.0
2831,4,3,3,6.0
107,2,2,0,
8328,2,2,3,36.0
1163,1,3,8,3.0
8307,6,1,5,27.0
7027,3,2,10,27.0
4800,6,2,10,17.0
4317,6,3,8,27.0
4506,3,3,2,53.0
4058,5,2,3,11.0
1641,4,1,7,51.0
363,5,1,4,84.0
5338,2,3,6,50.0
7236,1,1,9,0.0
3446,2,1,7,81.0
3801,3,2,1,54.0
356,2,3,8,4.0
2911,4,1,6,27.0
3988,6,2,7,47.0
4025,3,2,2,25.0
8451,3,2,8,19.0
7758,1,3,8,26.0
6745,4,3,10,0.0
8620,5,1,6,19.0
6349,6,3,0,
4786,4,3,10,18.0
6768,6,2,1,115.0
6708,6,1,10,23.0
7629,5,2,3,60.0
142,3,3,4,18.0
5803,4,1,9,0.0
4934,1,3,10,1.0
792,3,2,6,33.0
7170,5,1,9,73.0
7652,4,2,9,23.0
7363,4,2,6,12.0
8059,2,1,0,
3741,3,3,7,81.0
5636,2,1,9,49.0
38,4,2,1,154.0
359,5,1,1,64.0
5650,4,3,8,9.0
2488,6,3,1,67.0
9152,6,3,8,14.0
1212,4,3,10,29.0
9651,1,2,2,90.0
4576,1,2,8,4.0
7921,3,2,5,2.0
3292,3,2,1,152.0
7802,4,2,8,35.0
6661,4,2,2,111.0
7915,3,1,10,4.0
3520,1,1,1,23.0
7476,1,3,1,85.0
3328,1,1,0,
7025,4,1,6,31.0
5597,2,1,5,46.0
7183,6,1,3,128.0
8036,5,1,3,27.0
6936,2,2,1,26.0
1251,2,1,8,19.0
3247,3,3,5,8.0
9445,4,1,7,17.0
623,6,1,7,12.0
2551,5,3,5,10.0
9627,2,3,10,22.0
6687,3,3,3,34.0
1112,5,1,9,34.0
559,2,1,0,
6674,3,1,6,14.0
3182,5,1,7,16.0
3483,4,3,4,12.0
2338,4,3,7,28.0
